time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,symbol
2025-08-07,16.81,16.6,16.68,125047.9,2084982.88,16.63,direct,,LINK
2025-07-08,0.316,0.183,0.1851,17485329.89,3692379.71,0.1927,direct,,MATIC
2025-07-09,0.2108,0.1916,0.1927,10601914.9,2127840.94,0.2082,direct,,MATIC
2025-07-10,0.2239,0.1942,0.2082,8796111.82,1851257.77,0.2205,direct,,MATIC
2025-07-11,0.24,0.2175,0.2205,10292815.02,2361182.86,0.2292,direct,,MATIC
2025-07-12,0.2361,0.2215,0.2292,6894025.12,1578118.92,0.2261,direct,,MATIC
2025-07-13,0.236,0.2253,0.2261,5202706.31,1206784.4,0.2326,direct,,MATIC
2025-07-14,0.2443,0.2265,0.2326,11991055.42,2835547.3,0.2287,direct,,MATIC
2025-07-15,0.2339,0.2193,0.2287,7098859.88,1601274.63,0.2339,direct,,MATIC
2025-07-16,0.2393,0.2234,0.2339,11145556.06,2563598.3,0.2327,direct,,MATIC
2025-07-17,0.2391,0.2247,0.2327,8541629.57,1990305.14,0.2369,direct,,MATIC
2025-07-18,0.2542,0.2312,0.2369,15311313.63,3709724.01,0.2353,direct,,MATIC
2025-07-19,0.2405,0.2305,0.2353,3778090.84,893557.55,0.24,direct,,MATIC
2025-07-20,0.2581,0.2385,0.24,7662373.79,1910131.96,0.252,direct,,MATIC
2025-07-21,0.2635,0.2464,0.252,8961430.76,2297511.27,0.2582,direct,,MATIC
2025-07-22,0.2585,0.2428,0.2582,5412038.35,1355574.51,0.2545,direct,,MATIC
2025-07-23,0.2546,0.2242,0.2545,6805585.67,1618072.81,0.2316,direct,,MATIC
2025-07-24,0.2375,0.2172,0.2316,4966964.42,1134387.31,0.2289,direct,,MATIC
2025-07-25,0.2349,0.2231,0.2289,2888904.39,662364.89,0.2331,direct,,MATIC
2025-07-26,0.2402,0.232,0.2331,2113613.3,497839.87,0.235,direct,,MATIC
2025-07-27,0.2417,0.2349,0.235,2069085.78,493651.84,0.24,direct,,MATIC
2025-07-28,0.2444,0.225,0.24,4259362.05,1004220.15,0.2264,direct,,MATIC
2025-07-29,0.2326,0.2176,0.2264,4400279.41,988995.57,0.2215,direct,,MATIC
2025-07-30,0.2229,0.2071,0.2215,4752750.73,1023102.19,0.2164,direct,,MATIC
2025-07-31,0.2233,0.2043,0.2164,4920435.03,1048555.59,0.2046,direct,,MATIC
2025-08-01,0.2056,0.1927,0.2046,11847068.27,2389769.39,0.1972,direct,,MATIC
2025-08-02,0.2002,0.1901,0.1972,2689335.06,525115.06,0.1935,direct,,MATIC
2025-08-03,0.203,0.1908,0.1935,2182815.61,436386.92,0.2019,direct,,MATIC
2025-08-04,0.213,0.2001,0.2019,4520288.38,923646.75,0.2117,direct,,MATIC
