time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,symbol,return,volatility,momentum,tssi,sentiment_disagreement,article_volume,sentiment_momentum,msi
2025-07-17,4.304,4.071,4.158,4773382.08,19997715.43,4.26,direct,,DOT,0.024531024531024404,0.015750871397507193,0.07820804859529229,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-18,4.625,4.141,4.26,6215677.98,27421885.32,4.231,direct,,DOT,-0.006807511737089156,0.01749617820175927,0.03624785696791566,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-19,4.455,4.136,4.231,1890151.39,8106598.11,4.41,direct,,DOT,0.042306783266367276,0.01919985186807162,0.06060606060606055,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-20,4.587,4.351,4.41,3426705.67,15322389.91,4.482,direct,,DOT,0.01632653061224487,0.019037995307658314,0.05211267605633818,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-21,4.675,4.397,4.482,4674665.71,21231444.75,4.498,direct,,DOT,0.0035698348951360703,0.016797068412907238,0.06310564878279368,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-22,4.554,4.282,4.498,5153486.11,22727884.41,4.552,direct,,DOT,0.012005335704757591,0.015603310399895797,0.03219954648526069,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-23,4.552,4.002,4.552,5732914.18,24291913.2,4.114,direct,,DOT,-0.09622144112478026,0.04493948144626537,-0.0821062025881304,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-24,4.201,3.899,4.114,4376970.0,17741509.39,4.003,direct,,DOT,-0.026981040350024244,0.044349644938752396,-0.11004891062694533,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-25,4.1,3.865,4.003,3510568.94,13977591.84,4.088,direct,,DOT,0.021234074444166806,0.04571766961916359,-0.10193321616871698,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-26,4.197,4.07,4.088,1569665.81,6475300.48,4.126,direct,,DOT,0.009295499021526377,0.04167267396131553,0.002916869227029828,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-27,4.253,4.116,4.126,1645767.5,6877827.77,4.239,direct,,DOT,0.027387300048473007,0.04296850062251249,0.05895578316262795,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-28,4.309,3.933,4.239,2835103.0,11703857.98,3.964,direct,,DOT,-0.0648737909884407,0.04766601716883216,-0.03033268101761255,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-29,4.081,3.821,3.964,3320741.69,13114702.1,3.904,direct,,DOT,-0.015136226034308753,0.04599960426567071,-0.05380513814832777,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-30,3.92,3.629,3.904,3348568.55,12732546.14,3.807,direct,,DOT,-0.024846311475409832,0.03237741133900687,-0.10191082802547768,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-31,3.919,3.668,3.807,2336591.37,8891794.65,3.682,direct,,DOT,-0.032834252692408694,0.03294282225640655,-0.07114026236125126,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-01,3.723,3.45,3.682,4747124.56,17169535.54,3.547,direct,,DOT,-0.036664856056490946,0.03056753257481902,-0.09144467213114749,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-02,3.628,3.427,3.547,2355629.81,8311824.67,3.507,direct,,DOT,-0.011277135607555722,0.02821738375846127,-0.07880220646178093,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-03,3.626,3.459,3.507,1751543.51,6266926.65,3.604,direct,,DOT,0.027658967778728227,0.02829767694761694,-0.021184139054861495,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-04,3.755,3.6,3.604,1904608.02,6981387.43,3.72,direct,,DOT,0.03218645948945609,0.027889491500940895,0.04877361150267823,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-05,3.723,3.538,3.72,2039382.4,7412618.01,3.62,direct,,DOT,-0.026881720430107503,0.02868315261028592,0.032221271742229884,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-06,3.696,3.554,3.62,1420324.87,5148999.54,3.675,direct,,DOT,0.015193370165745845,0.029303083542307543,0.019700332963374034,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-07,3.696,3.651,3.675,135055.24,495892.28,3.654,direct,,DOT,-0.005714285714285672,0.0266279001850735,-0.01774193548387104,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-08,2628.25,2523.96,2542.5,302820.26,782816619.68,2616.29,direct,,ETH,,,,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-09,2796.41,2590.85,2616.29,520588.94,1401139415.9,2769.99,direct,,ETH,0.058747310122348795,,,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-10,3000.74,2756.79,2769.99,615589.48,1744393184.02,2951.31,direct,,ETH,0.06545872006758158,,,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-11,3039.9,2914.32,2951.31,663817.63,1980022543.13,2959.03,direct,,ETH,0.002615787565521943,,0.1310022971459588,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-12,2980.71,2905.43,2959.03,234302.3,689836595.19,2944.27,direct,,ETH,-0.004988121107254773,,0.06291719464691226,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-13,3021.17,2937.49,2944.27,258053.21,768491471.97,2973.01,direct,,ETH,0.009761333029919106,,0.007352667120702483,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-14,3083.04,2964.19,2973.01,572787.88,1733654671.96,3014.66,direct,,ETH,0.014009370974197743,,0.01880007975586584,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-15,3144.48,2933.53,3014.66,615194.29,1864246145.13,3139.33,direct,,ETH,0.041354580616056236,0.028214008090274932,0.0662507174953384,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-16,3425.33,3101.74,3139.33,765848.69,2498357116.86,3373.1,direct,,ETH,0.07446493360048168,0.03160981779285164,0.13457405121408939,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-17,3526.44,3312.55,3373.1,758805.07,2597432476.09,3479.48,direct,,ETH,0.031537754587767974,0.02740065442641006,0.15418654176590407,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-18,3676.78,3462.02,3479.48,867005.63,3107895984.56,3549.56,direct,,ETH,0.020140940600319457,0.02586736519770284,0.13067437956506645,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-19,3610.57,3510.16,3549.56,274622.3,978223077.89,3594.34,direct,,ETH,0.012615648136670599,0.022977523271663892,0.06558951706145688,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-20,3825.1,3581.09,3594.34,484664.07,1803996590.01,3758.64,direct,,ETH,0.04571075635582611,0.021921123583803197,0.08023037925207221,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-21,3859.77,3703.91,3758.64,591211.08,2235864180.81,3764.26,direct,,ETH,0.0014952216759254178,0.024236111795790834,0.06048637014165137,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-22,3800.87,3618.98,3764.26,634426.21,2350611646.53,3748.64,direct,,ETH,-0.004149553962797592,0.02735865126825179,0.04292860441694435,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-23,3766.35,3528.71,3748.64,616049.85,2237459018.02,3630.21,direct,,ETH,-0.031592790985530694,0.02531988135109807,-0.03416927399272074,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-24,3775.3,3510.45,3630.21,631094.36,2321023591.06,3708.76,direct,,ETH,0.021637866679889095,0.02422267866281919,-0.01474393373465166,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-25,3750.35,3575.42,3708.76,646581.07,2367987074.41,3726.01,direct,,ETH,0.0046511502496791035,0.02378232392944345,-0.006036856033121207,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-26,3794.86,3700.41,3726.01,209891.67,785620815.9,3742.79,direct,,ETH,0.0045034769096163885,0.02367157598457784,0.031011980023194274,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-27,3880.83,3732.24,3742.79,257113.7,981387021.29,3874.12,direct,,ETH,0.03508879739445714,0.020880350910779166,0.04458633074127194,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-28,3941.6,3754.34,3874.12,515141.86,1977987690.88,3798.95,direct,,ETH,-0.01940311606248646,0.022791351420550512,0.01957590022571054,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-29,3885.97,3716.15,3798.95,474932.26,1799411630.81,3793.46,direct,,ETH,-0.0014451361560430254,0.022701701482573673,0.013538029117316164,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-30,3833.7,3677.33,3793.46,417457.06,1576605891.64,3810.29,direct,,ETH,0.0044365829612016405,0.017272241051821745,-0.01647599971090208,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-07-31,3878.33,3684.07,3810.29,372609.46,1411476606.14,3698.19,direct,,ETH,-0.02942033283555845,0.020561234878009413,-0.026523118230037168,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-01,3723.77,3430.49,3698.19,667469.59,2402758445.59,3487.02,direct,,ETH,-0.057100906118939254,0.029446785574933992,-0.08078113384614571,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-02,3536.9,3368.07,3487.02,433396.07,1497485032.53,3393.4,direct,,ETH,-0.026848139672270288,0.02942624204903204,-0.10941161958801038,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-03,3522.08,3356.18,3393.4,243192.4,842128496.52,3497.6,direct,,ETH,0.03070666588082749,0.02824239248993849,-0.05424004715820441,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-04,3737.28,3492.02,3497.6,410236.5,1488663337.16,3720.93,direct,,ETH,0.06385235590118943,0.04052352848367246,0.06708020028563078,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-05,3721.28,3546.78,3720.93,436210.42,1576976876.62,3611.81,direct,,ETH,-0.029326001832875037,0.04178078175894917,0.06436317557611826,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-06,3699.86,3564.36,3611.81,364626.39,1324367589.64,3684.11,direct,,ETH,0.020017664273591418,0.04284601196900025,0.05332513723696253,0.5408933333333333,0.25028825728214527,0.0,0.5408933333333333,0.733296
2025-08-07,3717.77,3651.65,3684.11,37299.67,137305632.94,3660.18,direct,,ETH,-0.006495462947631925,0.04143351579117311,-0.016326563520410176,0.3487142857142857,0.42771634643883905,14.0,0.3487142857142857,0.733296
2025-07-08,14.0,13.2,13.43,1455049.47,19800369.1,13.97,direct,,LINK,,,,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-09,14.38,13.82,13.97,2525105.68,35559482.71,14.25,direct,,LINK,0.02004294917680749,,,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-10,15.34,14.16,14.25,2371704.46,34712560.72,15.24,direct,,LINK,0.06947368421052635,,,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-11,15.87,15.03,15.24,3254546.78,50435724.68,15.29,direct,,LINK,0.0032808398950130435,,0.09448818897637778,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-12,15.48,14.72,15.29,1516751.17,22937004.63,15.11,direct,,LINK,-0.011772400261608862,,0.06035087719298238,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-13,15.95,15.05,15.11,1599999.09,24910789.74,15.66,direct,,LINK,0.03639973527465257,,0.027559055118110187,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-14,16.47,15.58,15.66,3265445.3,52330168.69,15.76,direct,,LINK,0.0063856960408683605,,0.030739045127534448,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-15,16.19,15.14,15.76,2660472.02,41553970.73,16.11,direct,,LINK,0.022208121827411054,0.026428092884588424,0.06618133686300465,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-16,17.04,15.83,16.11,4277684.97,70781065.1,16.68,direct,,LINK,0.035381750465549366,0.026979229621388576,0.06513409961685812,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-17,18.13,16.34,16.68,3797970.6,65225384.55,18.01,direct,,LINK,0.07973621103117523,0.03002880183004221,0.14276649746192915,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-18,19.15,17.34,18.01,5226279.16,95684103.79,17.83,direct,,LINK,-0.009994447529150685,0.03195117783609813,0.10676598386095582,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-19,18.55,17.56,17.83,1787585.84,32329482.21,18.4,direct,,LINK,0.03196859226023552,0.028155645764401438,0.10311750599520386,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-20,19.95,18.34,18.4,4030390.18,77614006.45,19.29,direct,,LINK,0.04836956521739144,0.029038839471635686,0.07107162687395885,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-21,20.28,19.01,19.29,3648537.9,71798432.05,19.5,direct,,LINK,0.010886469673405896,0.028457886804793248,0.09366236679753226,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-22,20.0,18.64,19.5,3720015.69,71698428.5,19.67,direct,,LINK,0.008717948717948731,0.02960377552090679,0.06902173913043486,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-23,19.77,17.57,19.67,3462780.02,64139545.21,18.19,direct,,LINK,-0.07524148449415358,0.04899140971289446,-0.05702436495593566,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-24,18.69,17.19,18.19,3225355.68,58339757.12,17.92,direct,,LINK,-0.014843320505772417,0.03986981951198431,-0.08102564102564092,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-25,18.48,17.27,17.92,2985225.43,53148811.48,18.29,direct,,LINK,0.020647321428571175,0.04027220584210116,-0.07015760040671082,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-26,18.64,18.17,18.29,1464971.1,26928660.76,18.41,direct,,LINK,0.006560962274466897,0.0384737658115879,0.01209455744914778,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-27,19.29,18.37,18.41,2071639.53,39146619.96,19.24,direct,,LINK,0.045084193373166714,0.03781004387855648,0.07366071428571419,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-28,19.55,17.98,19.24,2392383.61,44948359.67,18.11,direct,,LINK,-0.05873180873180872,0.043305435448486175,-0.009841443411700346,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-29,18.63,17.48,18.11,2657942.7,47728324.31,17.83,direct,,LINK,-0.015461071231363976,0.04255048720081585,-0.03150461705594798,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-30,17.94,16.77,17.83,2043088.07,35709103.98,17.71,direct,,LINK,-0.006730229949523103,0.032601929314671874,-0.0795218295218294,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-07-31,18.23,16.85,17.71,2079056.89,36543513.53,16.93,direct,,LINK,-0.04404291360813106,0.036007243289268055,-0.0651573716178907,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-08-01,17.03,15.67,16.93,4185067.81,69069368.88,16.07,direct,,LINK,-0.05079740106320141,0.036807579521517884,-0.09871003925967459,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-08-02,16.24,15.44,16.07,1684943.55,26689232.21,15.64,direct,,LINK,-0.026757934038581177,0.03526463950248507,-0.11688311688311692,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-08-03,16.4,15.44,15.64,1078751.89,17313283.27,16.3,direct,,LINK,0.0421994884910486,0.034348295474783824,-0.037212049616066056,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-08-04,17.2,16.28,16.3,1688893.46,28413548.34,17.11,direct,,LINK,0.049693251533742266,0.03955153578704465,0.06471686372121965,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-08-05,17.12,16.08,17.11,1657534.75,27420908.29,16.38,direct,,LINK,-0.04266510812390423,0.04174948226093399,0.04731457800511496,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-08-06,16.9,16.04,16.38,1423956.4,23486915.25,16.68,direct,,LINK,0.01831501831501825,0.043252512405603696,0.023312883435582687,0.3487142857142857,0.42771634643883905,0.0,0.3487142857142857,0.733296
2025-08-07,16.81,16.6,16.68,125047.9,2084982.88,16.63,direct,,LINK,-0.00299760191846532,0.04018112108454669,-0.02805376972530682,0.53256,0.42771634643883905,1.0,0.53256,0.733296
2025-07-08,0.316,0.183,0.1851,17485329.89,3692379.71,0.1927,direct,,MATIC,,,,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-09,0.2108,0.1916,0.1927,10601914.9,2127840.94,0.2082,direct,,MATIC,0.080435910742086,,,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-10,0.2239,0.1942,0.2082,8796111.82,1851257.77,0.2205,direct,,MATIC,0.05907780979827093,,,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-11,0.24,0.2175,0.2205,10292815.02,2361182.86,0.2292,direct,,MATIC,0.039455782312925125,,0.18941359626362209,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-12,0.2361,0.2215,0.2292,6894025.12,1578118.92,0.2261,direct,,MATIC,-0.01352530541012209,,0.08597502401536983,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-13,0.236,0.2253,0.2261,5202706.31,1206784.4,0.2326,direct,,MATIC,0.02874834144183991,,0.05487528344671211,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-14,0.2443,0.2265,0.2326,11991055.42,2835547.3,0.2287,direct,,MATIC,-0.016766981943250325,,-0.0021815008726003837,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-15,0.2339,0.2193,0.2287,7098859.88,1601274.63,0.2339,direct,,MATIC,0.0227372103191954,0.035592145806594117,0.03449800973020789,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-16,0.2393,0.2234,0.2339,11145556.06,2563598.3,0.2327,direct,,MATIC,-0.005130397605814463,0.02888116749713362,0.00042992261392948983,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-17,0.2391,0.2247,0.2327,8541629.57,1990305.14,0.2369,direct,,MATIC,0.01804899011602923,0.02214794250405609,0.03585483165719294,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-18,0.2542,0.2312,0.2369,15311313.63,3709724.01,0.2353,direct,,MATIC,-0.006753904601097482,0.018700682616724744,0.005985463873450225,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-19,0.2405,0.2305,0.2353,3778090.84,893557.55,0.24,direct,,MATIC,0.01997450063748407,0.017758412225725446,0.0313708637730985,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-20,0.2581,0.2385,0.24,7662373.79,1910131.96,0.252,direct,,MATIC,0.050000000000000044,0.02284607450749817,0.06373997467285775,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-21,0.2635,0.2464,0.252,8961430.76,2297511.27,0.2582,direct,,MATIC,0.024603174603174516,0.019325318921569214,0.09732256693582642,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-22,0.2585,0.2428,0.2582,5412038.35,1355574.51,0.2545,direct,,MATIC,-0.014329976762199825,0.02251154783496024,0.060416666666666785,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-23,0.2546,0.2242,0.2545,6805585.67,1618072.81,0.2316,direct,,MATIC,-0.08998035363457757,0.04505023433312511,-0.080952380952381,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-24,0.2375,0.2172,0.2316,4966964.42,1134387.31,0.2289,direct,,MATIC,-0.011658031088082943,0.04448684141272256,-0.1134779240898528,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-25,0.2349,0.2231,0.2289,2888904.39,662364.89,0.2331,direct,,MATIC,0.01834862385321112,0.045235253243689544,-0.08408644400785859,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-26,0.2402,0.232,0.2331,2113613.3,497839.87,0.235,direct,,MATIC,0.00815100815100811,0.044561904224768585,0.014680483592400595,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-27,0.2417,0.2349,0.235,2069085.78,493651.84,0.24,direct,,MATIC,0.02127659574468077,0.04005707267395872,0.04849279161205766,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-28,0.2444,0.225,0.24,4259362.05,1004220.15,0.2264,direct,,MATIC,-0.05666666666666664,0.04138746724405958,-0.02874302874302881,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-29,0.2326,0.2176,0.2264,4400279.41,988995.57,0.2215,direct,,MATIC,-0.021643109540635974,0.04137648702496081,-0.057446808510638214,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-30,0.2229,0.2071,0.2215,4752750.73,1023102.19,0.2164,direct,,MATIC,-0.023024830699774235,0.027670065385066476,-0.09833333333333327,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-31,0.2233,0.2043,0.2164,4920435.03,1048555.59,0.2046,direct,,MATIC,-0.054528650646950116,0.03258293019883881,-0.09628975265017659,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-08-01,0.2056,0.1927,0.2046,11847068.27,2389769.39,0.1972,direct,,MATIC,-0.03616813294232657,0.029532966161397733,-0.10970654627539511,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-08-02,0.2002,0.1901,0.1972,2689335.06,525115.06,0.1935,direct,,MATIC,-0.018762677484786883,0.026346838996181846,-0.10582255083179304,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-08-03,0.203,0.1908,0.1935,2182815.61,436386.92,0.2019,direct,,MATIC,0.04341085271317824,0.03347953910720116,-0.01319648093841641,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-08-04,0.213,0.2001,0.2019,4520288.38,923646.75,0.2117,direct,,MATIC,0.048538880633977266,0.03941307546665533,0.07352941176470584,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-08-05,0.2261,0.2071,0.2117,6212940.05,1338840.84,0.2129,direct,,MATIC,0.005668398677373565,0.03929096615972782,0.10025839793281643,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-08-06,0.2267,0.2066,0.2129,6033839.8,1324139.67,0.2242,direct,,MATIC,0.05307656176608733,0.04374245939198386,0.11045071817731555,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-08-07,0.2312,0.2227,0.2242,1386478.76,316875.07,0.2295,direct,,MATIC,0.023639607493309622,0.03481388186092568,0.08408124704770903,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-08,152.87,147.86,148.91,905828.62,136427428.99,151.73,direct,,SOL,,,,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-09,157.97,150.62,151.73,1679964.13,259666672.36,157.11,direct,,SOL,0.03545772095169064,,,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-10,165.38,155.75,157.11,1549048.19,247646914.87,164.34,direct,,SOL,0.04601871300362803,,,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-11,168.21,159.65,164.34,1913217.74,314326276.37,162.98,direct,,SOL,-0.008275526347815587,,0.07414486258485464,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-12,163.98,157.81,162.98,828687.16,133459776.12,160.76,direct,,SOL,-0.013621303227389858,,0.023232130354528424,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-13,164.22,159.73,160.76,855673.45,138616610.04,161.22,direct,,SOL,0.002861408310524949,,-0.018985031033223798,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-14,168.66,160.71,161.22,1741667.06,288370746.54,162.26,direct,,SOL,0.0064508125542737105,,-0.004417719965639999,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-15,164.24,157.22,162.26,1411804.63,226893508.78,164.03,direct,,SOL,0.010908418587452395,0.021939556499493217,0.020340880816123397,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-16,176.08,161.56,164.03,2645609.47,448832181.75,173.73,direct,,SOL,0.05913552398951394,0.027410090314121328,0.07759583178265728,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-17,178.23,168.82,173.73,2123299.68,370359016.35,176.0,direct,,SOL,0.01306625223047253,0.02373465972691738,0.08467891039073105,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-18,184.76,173.37,176.0,2754635.38,493005880.88,177.36,direct,,SOL,0.007727272727272805,0.02240605399956521,0.08126562214229116,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-19,178.71,174.15,177.36,1527822.78,270528871.82,177.05,direct,,SOL,-0.0017478574650429124,0.02047772284523257,0.01911011339434765,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-20,183.71,176.43,177.05,2048642.3,369233722.51,181.54,direct,,SOL,0.025360067777463913,0.020191210367243504,0.03147727272727274,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-21,199.45,178.39,181.54,3983580.47,767167569.74,195.82,direct,,SOL,0.07866035033601415,0.029868393358748597,0.10408209291835813,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-22,206.4,193.89,195.82,4248991.63,851563456.61,205.8,direct,,SOL,0.05096517209682361,0.02997737234445943,0.16238350748376162,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-23,205.84,184.1,205.8,2832162.26,545246153.35,189.5,direct,,SOL,-0.07920310981535472,0.049413278318083724,0.04384708604164378,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-24,192.02,179.48,189.5,2685397.37,500594161.49,182.97,direct,,SOL,-0.03445910290237464,0.05264932738721493,-0.06562148912266363,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-25,186.92,175.77,182.97,3047225.19,548134766.85,186.8,direct,,SOL,0.02093239328851726,0.05292571104525483,-0.09232264334305151,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-26,189.79,184.43,186.8,986479.52,184124510.84,184.92,direct,,SOL,-0.010064239828693866,0.05328994957041079,-0.024168865435356235,0.53256,0.42771634643883905,0.0,0.53256,0.733296
2025-07-27,190.74,184.62,184.92,1058015.86,198444213.45,188.71,direct,,SOL,0.02049534934025532,0.05304871959491775,0.03137126304858717,0.53256,0.42771634643883905,0.0,0.53256,0.733296
